0.00000000e+00,5.00000000e-02,0.00000000e+00,5.06997034e-02,
1.00000000e-10,5.00000000e-02,1.00000000e-10,5.06997034e-02,
2.00000000e-10,5.00000000e-02,2.00000000e-10,5.06997034e-02,
4.00000000e-10,5.00000000e-02,4.00000000e-10,5.06997034e-02,
8.00000000e-10,5.00000000e-02,8.00000000e-10,5.06997034e-02,
1.60000000e-09,5.00000000e-02,1.60000000e-09,5.06997034e-02,
3.20000000e-09,5.00000000e-02,3.20000000e-09,5.06997034e-02,
6.40000000e-09,5.00000000e-02,6.40000000e-09,5.06997034e-02,
1.28000000e-08,5.00000000e-02,1.28000000e-08,5.06997034e-02,
2.28000000e-08,5.00000000e-02,2.28000000e-08,5.06997034e-02,
3.28000000e-08,5.00000000e-02,3.28000000e-08,5.06997034e-02,
4.28000000e-08,5.00000000e-02,4.28000000e-08,5.06997034e-02,
5.28000000e-08,5.00000000e-02,5.28000000e-08,5.06997034e-02,
6.28000000e-08,5.00000000e-02,6.28000000e-08,5.06997034e-02,
7.28000000e-08,5.00000000e-02,7.28000000e-08,5.06997034e-02,
8.28000000e-08,5.00000000e-02,8.28000000e-08,5.06997034e-02,
9.28000000e-08,5.00000000e-02,9.28000000e-08,5.06997034e-02,
1.02800000e-07,5.00000000e-02,1.02800000e-07,5.06997034e-02,
1.12800000e-07,5.00000000e-02,1.12800000e-07,5.06997034e-02,
1.22800000e-07,5.00000000e-02,1.22800000e-07,5.06997034e-02,
1.32800000e-07,5.00000000e-02,1.32800000e-07,5.06997034e-02,
1.42800000e-07,5.00000000e-02,1.42800000e-07,5.06997034e-02,
1.52800000e-07,5.00000000e-02,1.52800000e-07,5.06997034e-02,
1.62800000e-07,5.00000000e-02,1.62800000e-07,5.06997034e-02,
1.72800000e-07,5.00000000e-02,1.72800000e-07,5.06997034e-02,
1.82800000e-07,5.00000000e-02,1.82800000e-07,5.06997034e-02,
1.92800000e-07,5.00000000e-02,1.92800000e-07,5.06997034e-02,
2.02800000e-07,5.00000000e-02,2.02800000e-07,5.06997034e-02,
2.12800000e-07,5.00000000e-02,2.12800000e-07,5.06997034e-02,
2.22800000e-07,5.00000000e-02,2.22800000e-07,5.06997034e-02,
2.32800000e-07,5.00000000e-02,2.32800000e-07,5.06997034e-02,
2.42800000e-07,5.00000000e-02,2.42800000e-07,5.06997034e-02,
2.52800000e-07,5.00000000e-02,2.52800000e-07,5.06997034e-02,
2.62800000e-07,5.00000000e-02,2.62800000e-07,5.06997034e-02,
2.72800000e-07,5.00000000e-02,2.72800000e-07,5.06997034e-02,
2.82800000e-07,5.00000000e-02,2.82800000e-07,5.06997034e-02,
2.92800000e-07,5.00000000e-02,2.92800000e-07,5.06997034e-02,
